tik,uik #,coords
14,271,"{""lng"": 30.329095, ""lat"": 60.057004}"
14,272,"{""lng"": 30.329095, ""lat"": 60.057004}"
14,273,"{""lng"": 30.330165, ""lat"": 60.055971}"
14,274,"{""lng"": 30.322838, ""lat"": 60.059263}"
14,275,"{""lng"": 30.322838, ""lat"": 60.059263}"
14,276,"{""lng"": 30.321814, ""lat"": 60.060235}"
14,277,"{""lng"": 30.322838, ""lat"": 60.059263}"
14,278,"{""lng"": 30.321814, ""lat"": 60.060235}"
14,279,"{""lng"": 30.314049, ""lat"": 60.060152}"
14,280,"{""lng"": 30.314049, ""lat"": 60.060152}"
14,281,"{""lng"": 30.314049, ""lat"": 60.060152}"
14,282,"{""lng"": 30.314049, ""lat"": 60.060152}"
14,283,"{""lng"": 30.314049, ""lat"": 60.060152}"
14,284,"{""lng"": 30.308794, ""lat"": 60.064702}"
14,285,"{""lng"": 30.308794, ""lat"": 60.064702}"
14,286,"{""lng"": 30.308794, ""lat"": 60.064702}"
14,287,"{""lng"": 30.308794, ""lat"": 60.064702}"
14,288,"{""lng"": 30.311128, ""lat"": 60.026922}"
14,289,"{""lng"": 30.212511, ""lat"": 60.102967}"
14,290,"{""lng"": 30.195838, ""lat"": 60.101922}"
14,291,"{""lng"": 30.320962, ""lat"": 60.074552}"
14,292,"{""lng"": 30.276846, ""lat"": 60.076958}"
14,293,"{""lng"": 30.241380, ""lat"": 60.081471}"
14,294,"{""lng"": 30.236080, ""lat"": 60.071016}"
14,295,"{""lng"": 30.270602, ""lat"": 60.088512}"
14,296,"{""lng"": 30.246131, ""lat"": 60.109648}"
14,297,"{""lng"": 30.265904, ""lat"": 60.109222}"
14,298,"{""lng"": 30.264714, ""lat"": 60.107926}"
14,299,"{""lng"": 30.265904, ""lat"": 60.109222}"
14,300,"{""lng"": 30.265904, ""lat"": 60.109222}"
14,301,"{""lng"": 30.264714, ""lat"": 60.107926}"
14,302,"{""lng"": 30.333933, ""lat"": 60.071349}"
14,303,"{""lng"": 30.333933, ""lat"": 60.071349}"
14,304,"{""lng"": 30.333933, ""lat"": 60.071349}"
14,305,"{""lng"": 30.333933, ""lat"": 60.071349}"
14,306,"{""lng"": 30.333933, ""lat"": 60.071349}"
14,307,"{""lng"": 30.334942, ""lat"": 60.072475}"
14,308,"{""lng"": 30.334942, ""lat"": 60.072475}"
14,309,"{""lng"": 30.236080, ""lat"": 60.071016}"
14,310,"{""lng"": 30.334942, ""lat"": 60.072475}"
14,311,"{""lng"": 30.334942, ""lat"": 60.072475}"
14,312,"{""lng"": 30.334942, ""lat"": 60.072475}"
15,1220,"{""lng"": 29.787093, ""lat"": 59.986700}"
15,1221,"{""lng"": 29.787093, ""lat"": 59.986700}"
15,1222,"{""lng"": 29.780628, ""lat"": 59.995487}"
15,1223,"{""lng"": 29.780628, ""lat"": 59.995487}"
15,1224,"{""lng"": 29.772886, ""lat"": 59.990342}"
15,1225,"{""lng"": 29.771985, ""lat"": 59.990359}"
15,1226,"{""lng"": 29.771718, ""lat"": 59.994982}"
15,1227,"{""lng"": 29.776723, ""lat"": 59.996707}"
15,1228,"{""lng"": 29.765919, ""lat"": 59.997010}"
15,1229,"{""lng"": 29.769019, ""lat"": 59.999651}"
15,1230,"{""lng"": 29.769019, ""lat"": 59.999651}"
15,1231,"{""lng"": 29.762497, ""lat"": 59.996358}"
15,1232,"{""lng"": 29.764006, ""lat"": 59.996065}"
15,1233,"{""lng"": 29.761445, ""lat"": 59.991744}"
15,1234,"{""lng"": 29.723366, ""lat"": 60.008833}"
15,1235,"{""lng"": 29.723366, ""lat"": 60.008833}"
15,1236,"{""lng"": 29.723366, ""lat"": 60.008833}"
15,1237,"{""lng"": 29.720016, ""lat"": 60.011504}"
15,1238,"{""lng"": 29.751906, ""lat"": 59.993086}"
15,2293,
15,2294,
15,2295,
16,2180,"{""lng"": 30.323089, ""lat"": 59.942971}"
16,2181,"{""lng"": 30.316104, ""lat"": 59.936928}"
16,2182,"{""lng"": 30.324161, ""lat"": 59.935928}"
16,2183,"{""lng"": 30.333951, ""lat"": 59.937175}"
16,2184,"{""lng"": 30.341659, ""lat"": 59.947554}"
16,2185,"{""lng"": 30.355098, ""lat"": 59.949668}"
16,2186,"{""lng"": 30.356382, ""lat"": 59.948843}"
16,2187,"{""lng"": 30.352725, ""lat"": 59.944583}"
16,2188,"{""lng"": 30.341776, ""lat"": 59.943791}"
16,2189,"{""lng"": 30.341776, ""lat"": 59.943791}"
16,2190,"{""lng"": 30.345703, ""lat"": 59.945664}"
16,2191,"{""lng"": 30.341632, ""lat"": 59.940280}"
16,2192,"{""lng"": 30.348764, ""lat"": 59.938320}"
16,2193,"{""lng"": 30.349887, ""lat"": 59.943115}"
16,2194,"{""lng"": 30.359904, ""lat"": 59.941835}"
16,2195,"{""lng"": 30.353463, ""lat"": 59.942376}"
16,2196,"{""lng"": 30.354837, ""lat"": 59.938117}"
16,2197,"{""lng"": 30.344363, ""lat"": 59.937648}"
16,2198,"{""lng"": 30.348764, ""lat"": 59.938320}"
16,2199,"{""lng"": 30.355762, ""lat"": 59.936269}"
16,2200,"{""lng"": 30.354055, ""lat"": 59.933352}"
16,2201,"{""lng"": 30.355619, ""lat"": 59.932008}"
16,2202,"{""lng"": 30.317934, ""lat"": 59.931494}"
16,2203,"{""lng"": 30.322480, ""lat"": 59.931125}"
16,2204,"{""lng"": 30.339826, ""lat"": 59.933045}"
16,2205,"{""lng"": 30.332801, ""lat"": 59.929091}"
16,2206,"{""lng"": 30.343366, ""lat"": 59.930908}"
16,2207,"{""lng"": 30.343366, ""lat"": 59.930908}"
16,2208,"{""lng"": 30.346034, ""lat"": 59.930642}"
16,2209,"{""lng"": 30.347426, ""lat"": 59.926043}"
16,2210,"{""lng"": 30.347426, ""lat"": 59.926043}"
16,2211,"{""lng"": 30.338730, ""lat"": 59.928879}"
16,2212,"{""lng"": 30.338730, ""lat"": 59.928879}"
16,2213,"{""lng"": 30.338272, ""lat"": 59.927315}"
16,2214,"{""lng"": 30.333053, ""lat"": 59.926120}"
16,2215,"{""lng"": 30.340707, ""lat"": 59.923401}"
16,2216,"{""lng"": 30.356732, ""lat"": 59.929637}"
16,2217,"{""lng"": 30.356858, ""lat"": 59.926905}"
16,2218,"{""lng"": 30.352271, ""lat"": 59.927178}"
16,2219,"{""lng"": 30.355367, ""lat"": 59.925728}"
16,2220,"{""lng"": 30.355367, ""lat"": 59.925728}"
16,2221,"{""lng"": 30.343617, ""lat"": 59.923802}"
16,2222,"{""lng"": 30.345054, ""lat"": 59.918323}"
16,2223,"{""lng"": 30.343581, ""lat"": 59.918138}"
16,2224,"{""lng"": 30.351001, ""lat"": 59.919978}"
16,2225,"{""lng"": 30.351001, ""lat"": 59.919978}"
16,2226,
17,512,"{""lng"": 30.362200, ""lat"": 59.954935}"
17,513,"{""lng"": 30.362200, ""lat"": 59.954935}"
17,514,"{""lng"": 30.362200, ""lat"": 59.954935}"
17,515,"{""lng"": 30.386591, ""lat"": 59.971851}"
17,516,"{""lng"": 30.383833, ""lat"": 59.976570}"
17,517,"{""lng"": 30.394675, ""lat"": 59.970774}"
17,518,"{""lng"": 30.394819, ""lat"": 59.974622}"
17,519,"{""lng"": 30.389792, ""lat"": 59.973673}"
17,520,"{""lng"": 30.394819, ""lat"": 59.974622}"
17,521,"{""lng"": 30.400195, ""lat"": 59.968494}"
17,522,"{""lng"": 30.407469, ""lat"": 59.966679}"
17,523,"{""lng"": 30.407469, ""lat"": 59.966679}"
17,524,"{""lng"": 30.408947, ""lat"": 59.972274}"
17,525,"{""lng"": 30.401700, ""lat"": 59.974187}"
17,526,"{""lng"": 30.408947, ""lat"": 59.972274}"
17,527,"{""lng"": 30.401647, ""lat"": 59.980807}"
17,528,"{""lng"": 30.401294, ""lat"": 59.982078}"
17,529,"{""lng"": 30.401647, ""lat"": 59.980807}"
17,530,"{""lng"": 30.409390, ""lat"": 59.980773}"
17,531,"{""lng"": 30.409390, ""lat"": 59.980773}"
17,532,"{""lng"": 30.432108, ""lat"": 60.008448}"
17,533,"{""lng"": 30.423430, ""lat"": 59.990138}"
17,534,"{""lng"": 30.433995, ""lat"": 59.996301}"
17,535,"{""lng"": 30.433995, ""lat"": 59.996301}"
17,536,"{""lng"": 30.425904, ""lat"": 60.002976}"
17,537,"{""lng"": 30.425904, ""lat"": 60.002976}"
17,538,"{""lng"": 30.432108, ""lat"": 60.008448}"
17,539,"{""lng"": 30.426844, ""lat"": 60.006277}"
17,540,"{""lng"": 30.404918, ""lat"": 59.985449}"
17,541,"{""lng"": 30.404918, ""lat"": 59.985449}"
17,542,"{""lng"": 30.416158, ""lat"": 59.984344}"
17,543,"{""lng"": 30.419060, ""lat"": 59.984856}"
17,544,"{""lng"": 30.420522, ""lat"": 59.986833}"
17,545,"{""lng"": 30.420522, ""lat"": 59.986833}"
17,546,"{""lng"": 30.423430, ""lat"": 59.990138}"
17,547,"{""lng"": 30.404918, ""lat"": 59.985449}"
17,548,"{""lng"": 30.382106, ""lat"": 59.980283}"
17,549,"{""lng"": 30.420326, ""lat"": 60.015472}"
17,550,"{""lng"": 30.424142, ""lat"": 60.014806}"
17,551,"{""lng"": 30.424142, ""lat"": 60.014806}"
17,552,"{""lng"": 30.424142, ""lat"": 60.014806}"
17,553,"{""lng"": 30.420326, ""lat"": 60.015472}"
17,554,"{""lng"": 30.418819, ""lat"": 60.009602}"
17,555,"{""lng"": 30.415940, ""lat"": 60.005986}"
17,556,"{""lng"": 30.415940, ""lat"": 60.005986}"
17,557,"{""lng"": 30.414961, ""lat"": 60.010552}"
17,558,"{""lng"": 30.418819, ""lat"": 60.009602}"
17,559,"{""lng"": 30.418819, ""lat"": 60.009602}"
17,560,"{""lng"": 30.396932, ""lat"": 60.006623}"
17,561,"{""lng"": 30.396932, ""lat"": 60.006623}"
17,562,"{""lng"": 30.410974, ""lat"": 60.007235}"
17,563,"{""lng"": 30.410974, ""lat"": 60.007235}"
17,564,"{""lng"": 30.414961, ""lat"": 60.010552}"
17,565,"{""lng"": 30.383979, ""lat"": 59.998156}"
17,566,"{""lng"": 30.391398, ""lat"": 60.001147}"
17,567,"{""lng"": 30.397711, ""lat"": 60.003894}"
17,568,"{""lng"": 30.397711, ""lat"": 60.003894}"
17,569,"{""lng"": 30.391398, ""lat"": 60.001147}"
17,570,"{""lng"": 30.396932, ""lat"": 60.006623}"
17,571,"{""lng"": 30.397711, ""lat"": 60.003894}"
17,572,"{""lng"": 30.385793, ""lat"": 59.986385}"
17,573,"{""lng"": 30.362194, ""lat"": 59.954863}"
17,574,"{""lng"": 30.385793, ""lat"": 59.986385}"
17,2283,
17,2284,
17,2285,
18,1612,"{""lng"": 30.293205, ""lat"": 59.952717}"
18,1613,"{""lng"": 30.303994, ""lat"": 59.951978}"
18,1614,"{""lng"": 30.303297, ""lat"": 59.954289}"
18,1615,"{""lng"": 30.293205, ""lat"": 59.952717}"
18,1616,"{""lng"": 30.298791, ""lat"": 59.954050}"
18,1617,"{""lng"": 30.303994, ""lat"": 59.951978}"
18,1618,"{""lng"": 30.298716, ""lat"": 59.956674}"
18,1619,"{""lng"": 30.306220, ""lat"": 59.955678}"
18,1620,"{""lng"": 30.311533, ""lat"": 59.965035}"
18,1621,"{""lng"": 30.311533, ""lat"": 59.965035}"
18,1622,"{""lng"": 30.310669, ""lat"": 59.957685}"
18,1623,"{""lng"": 30.310669, ""lat"": 59.957685}"
18,1624,"{""lng"": 30.312248, ""lat"": 59.960697}"
18,1625,"{""lng"": 30.313308, ""lat"": 59.959449}"
18,1626,"{""lng"": 30.313308, ""lat"": 59.959449}"
18,1627,"{""lng"": 30.327367, ""lat"": 59.953394}"
18,1628,"{""lng"": 30.323665, ""lat"": 59.958309}"
18,1629,"{""lng"": 30.327016, ""lat"": 59.958665}"
18,1630,"{""lng"": 30.323665, ""lat"": 59.958309}"
18,1631,"{""lng"": 30.324151, ""lat"": 59.961756}"
18,1632,"{""lng"": 30.320275, ""lat"": 59.960869}"
18,1633,"{""lng"": 30.324151, ""lat"": 59.961756}"
18,1634,"{""lng"": 30.325944, ""lat"": 59.963041}"
18,1635,"{""lng"": 30.311721, ""lat"": 59.965355}"
18,1636,"{""lng"": 30.313380, ""lat"": 59.969362}"
18,1637,"{""lng"": 30.311789, ""lat"": 59.971914}"
18,1638,"{""lng"": 30.305299, ""lat"": 59.974901}"
18,1639,"{""lng"": 30.303058, ""lat"": 59.967998}"
18,1640,"{""lng"": 30.308189, ""lat"": 59.967170}"
18,1641,"{""lng"": 30.307244, ""lat"": 59.964521}"
18,1642,"{""lng"": 30.306854, ""lat"": 59.967927}"
18,1643,"{""lng"": 30.300134, ""lat"": 59.965063}"
18,1644,"{""lng"": 30.297193, ""lat"": 59.962933}"
18,1645,"{""lng"": 30.293455, ""lat"": 59.964227}"
18,1646,"{""lng"": 30.297193, ""lat"": 59.962933}"
18,1647,"{""lng"": 30.297077, ""lat"": 59.958498}"
18,1648,"{""lng"": 30.297077, ""lat"": 59.958498}"
18,1649,"{""lng"": 30.292574, ""lat"": 59.957651}"
18,1650,"{""lng"": 30.292574, ""lat"": 59.957651}"
18,1651,"{""lng"": 30.292151, ""lat"": 59.955118}"
18,1652,"{""lng"": 30.292151, ""lat"": 59.955118}"
18,1653,"{""lng"": 30.254535, ""lat"": 59.962979}"
18,1654,"{""lng"": 30.273355, ""lat"": 59.962396}"
18,1655,"{""lng"": 30.284328, ""lat"": 59.958237}"
18,1656,"{""lng"": 30.292642, ""lat"": 59.962514}"
18,1657,"{""lng"": 30.292642, ""lat"": 59.962514}"
18,1658,"{""lng"": 30.285244, ""lat"": 59.964460}"
18,1659,"{""lng"": 30.274591, ""lat"": 59.968705}"
18,1660,"{""lng"": 30.296673, ""lat"": 59.971605}"
18,1661,"{""lng"": 30.293130, ""lat"": 59.964318}"
18,1662,"{""lng"": 30.294759, ""lat"": 59.966692}"
18,1663,"{""lng"": 30.302063, ""lat"": 59.973934}"
18,1664,"{""lng"": 30.295988, ""lat"": 59.972967}"
18,1665,
18,1667,
19,1279,"{""lng"": 30.319291, ""lat"": 59.905132}"
19,1280,"{""lng"": 30.319794, ""lat"": 59.900958}"
19,1281,"{""lng"": 30.319794, ""lat"": 59.900958}"
19,1282,"{""lng"": 30.316030, ""lat"": 59.876246}"
19,1283,"{""lng"": 30.314269, ""lat"": 59.873668}"
19,1284,"{""lng"": 30.322273, ""lat"": 59.893204}"
19,1285,"{""lng"": 30.329819, ""lat"": 59.876423}"
19,1286,"{""lng"": 30.320773, ""lat"": 59.879453}"
19,1287,"{""lng"": 30.320773, ""lat"": 59.879453}"
19,1288,"{""lng"": 30.325220, ""lat"": 59.876364}"
19,1289,"{""lng"": 30.325220, ""lat"": 59.876364}"
19,1290,"{""lng"": 30.325220, ""lat"": 59.876364}"
19,1291,"{""lng"": 30.325139, ""lat"": 59.860884}"
19,1292,"{""lng"": 30.325058, ""lat"": 59.862095}"
19,1293,"{""lng"": 30.325058, ""lat"": 59.862095}"
19,1294,"{""lng"": 30.325139, ""lat"": 59.860884}"
19,1295,"{""lng"": 30.332738, ""lat"": 59.862158}"
19,1296,"{""lng"": 30.332738, ""lat"": 59.862158}"
19,1297,"{""lng"": 30.330843, ""lat"": 59.859456}"
19,1298,"{""lng"": 30.329819, ""lat"": 59.876423}"
19,1299,"{""lng"": 30.329819, ""lat"": 59.876423}"
19,1300,"{""lng"": 30.341416, ""lat"": 59.860428}"
19,1301,"{""lng"": 30.341623, ""lat"": 59.857219}"
19,1302,"{""lng"": 30.341623, ""lat"": 59.857219}"
19,1303,"{""lng"": 30.341623, ""lat"": 59.857219}"
19,1304,"{""lng"": 30.344911, ""lat"": 59.860500}"
19,1305,"{""lng"": 30.344911, ""lat"": 59.860500}"
19,1306,"{""lng"": 30.344911, ""lat"": 59.860500}"
19,1307,"{""lng"": 30.352645, ""lat"": 59.861909}"
19,1308,"{""lng"": 30.352645, ""lat"": 59.861909}"
19,1309,"{""lng"": 30.354020, ""lat"": 59.858891}"
19,1310,"{""lng"": 30.354020, ""lat"": 59.858891}"
19,1311,"{""lng"": 30.354020, ""lat"": 59.858891}"
19,1312,"{""lng"": 30.357280, ""lat"": 59.853970}"
19,1313,"{""lng"": 30.359472, ""lat"": 59.849778}"
19,1314,"{""lng"": 30.359472, ""lat"": 59.849778}"
19,1315,"{""lng"": 30.359472, ""lat"": 59.849778}"
19,1316,"{""lng"": 30.360973, ""lat"": 59.847078}"
19,1317,"{""lng"": 30.360973, ""lat"": 59.847078}"
19,1318,"{""lng"": 30.360973, ""lat"": 59.847078}"
19,1319,"{""lng"": 30.365042, ""lat"": 59.840817}"
19,1320,"{""lng"": 30.365042, ""lat"": 59.840817}"
19,1321,"{""lng"": 30.366794, ""lat"": 59.838100}"
19,1322,"{""lng"": 30.366794, ""lat"": 59.838100}"
19,1323,"{""lng"": 30.365042, ""lat"": 59.840817}"
19,1324,"{""lng"": 30.366794, ""lat"": 59.838100}"
19,1325,"{""lng"": 30.332676, ""lat"": 59.854133}"
19,1326,"{""lng"": 30.332676, ""lat"": 59.854133}"
19,1327,"{""lng"": 30.332676, ""lat"": 59.854133}"
19,1328,"{""lng"": 30.326172, ""lat"": 59.848958}"
19,1329,"{""lng"": 30.335245, ""lat"": 59.847010}"
19,1330,"{""lng"": 30.326154, ""lat"": 59.845040}"
19,1331,"{""lng"": 30.326154, ""lat"": 59.845040}"
19,1332,"{""lng"": 30.326172, ""lat"": 59.848958}"
19,1333,"{""lng"": 30.335245, ""lat"": 59.847010}"
19,1334,"{""lng"": 30.335245, ""lat"": 59.847010}"
19,1335,"{""lng"": 30.327016, ""lat"": 59.842296}"
19,1336,"{""lng"": 30.327016, ""lat"": 59.842296}"
19,1337,"{""lng"": 30.341515, ""lat"": 59.835505}"
19,1338,"{""lng"": 30.345135, ""lat"": 59.836658}"
19,1339,"{""lng"": 30.345135, ""lat"": 59.836658}"
19,1340,"{""lng"": 30.355628, ""lat"": 59.833407}"
19,1341,"{""lng"": 30.345135, ""lat"": 59.836658}"
19,1342,"{""lng"": 30.345135, ""lat"": 59.836658}"
19,1343,"{""lng"": 30.348702, ""lat"": 59.838326}"
19,1344,"{""lng"": 30.341515, ""lat"": 59.835505}"
19,1345,"{""lng"": 30.341515, ""lat"": 59.835505}"
19,1346,"{""lng"": 30.345135, ""lat"": 59.836658}"
19,1347,"{""lng"": 30.355628, ""lat"": 59.833407}"
19,1348,"{""lng"": 30.355628, ""lat"": 59.833407}"
19,1349,"{""lng"": 30.331930, ""lat"": 59.828125}"
19,1350,"{""lng"": 30.331930, ""lat"": 59.828125}"
19,1351,"{""lng"": 30.331930, ""lat"": 59.828125}"
19,1352,"{""lng"": 30.348702, ""lat"": 59.838326}"
19,1353,
20,1949,"{""lng"": 30.4006, ""lat"": 59.735840}"
20,1950,"{""lng"": 30.410281, ""lat"": 59.738628}"
20,1951,"{""lng"": 30.410281, ""lat"": 59.738628}"
20,1952,"{""lng"": 30.419990, ""lat"": 59.734564}"
20,1953,"{""lng"": 30.4006, ""lat"": 59.735840}"
20,1954,"{""lng"": 30.405610, ""lat"": 59.736711}"
20,1955,"{""lng"": 30.4006, ""lat"": 59.735840}"
20,1956,"{""lng"": 30.382800, ""lat"": 59.704700}"
20,1957,"{""lng"": 30.418000, ""lat"": 59.733700}"
20,1958,"{""lng"": 30.423800, ""lat"": 59.724200}"
20,1959,"{""lng"": 30.420727, ""lat"": 59.734372}"
20,1960,"{""lng"": 30.418000, ""lat"": 59.733700}"
20,1961,"{""lng"": 30.408417, ""lat"": 59.730736}"
20,1962,"{""lng"": 30.408417, ""lat"": 59.730736}"
20,1963,"{""lng"": 30.408417, ""lat"": 59.730736}"
20,1964,"{""lng"": 30.423800, ""lat"": 59.724200}"
20,1965,"{""lng"": 30.422606, ""lat"": 59.717122}"
20,1966,"{""lng"": 30.422606, ""lat"": 59.717122}"
20,1967,"{""lng"": 30.401179, ""lat"": 59.723155}"
20,1968,"{""lng"": 30.406926, ""lat"": 59.721697}"
20,1969,"{""lng"": 30.416002, ""lat"": 59.717552}"
20,1970,"{""lng"": 30.403047, ""lat"": 59.718999}"
20,1971,"{""lng"": 30.382800, ""lat"": 59.704700}"
20,1972,"{""lng"": 30.382800, ""lat"": 59.704700}"
20,1973,"{""lng"": 30.411200, ""lat"": 59.707200}"
20,1974,"{""lng"": 30.407078, ""lat"": 59.704970}"
20,1975,"{""lng"": 30.411200, ""lat"": 59.707200}"
20,1976,"{""lng"": 30.410551, ""lat"": 59.706168}"
20,1977,"{""lng"": 30.414934, ""lat"": 59.697811}"
20,1978,"{""lng"": 30.374977, ""lat"": 59.706891}"
20,1979,"{""lng"": 30.374977, ""lat"": 59.706891}"
20,1980,"{""lng"": 30.382800, ""lat"": 59.704700}"
20,1981,"{""lng"": 30.367625, ""lat"": 59.705923}"
20,1982,"{""lng"": 30.258780, ""lat"": 59.667574}"
20,1983,
20,1984,"{""lng"": 30.432237, ""lat"": 59.686541}"
20,1985,"{""lng"": 30.442138, ""lat"": 59.685695}"
20,1986,"{""lng"": 30.458329, ""lat"": 59.679769}"
20,1987,
20,1988,"{""lng"": 30.427554, ""lat"": 59.685886}"
20,1989,"{""lng"": 30.435866, ""lat"": 59.681413}"
20,1990,"{""lng"": 30.411294, ""lat"": 59.664320}"
20,1991,"{""lng"": 30.401874, ""lat"": 59.654128}"
20,1992,"{""lng"": 30.349357, ""lat"": 59.732238}"
20,1993,"{""lng"": 30.440588, ""lat"": 59.703554}"
20,1994,"{""lng"": 30.379000, ""lat"": 59.809000}"
20,1995,"{""lng"": 30.370265, ""lat"": 59.811641}"
20,1996,"{""lng"": 30.370265, ""lat"": 59.811641}"
20,1997,"{""lng"": 30.361374, ""lat"": 59.761436}"
20,1998,"{""lng"": 30.383879, ""lat"": 59.807431}"
20,1999,"{""lng"": 30.382157, ""lat"": 59.809511}"
20,2000,"{""lng"": 30.467869, ""lat"": 59.759558}"
20,2001,"{""lng"": 30.467869, ""lat"": 59.759558}"
20,2002,"{""lng"": 30.565234, ""lat"": 59.722832}"
20,2003,"{""lng"": 30.460473, ""lat"": 59.730921}"
20,2004,"{""lng"": 30.465474, ""lat"": 59.733569}"
20,2005,"{""lng"": 30.465474, ""lat"": 59.733569}"
20,2006,"{""lng"": 30.465474, ""lat"": 59.733569}"
20,2007,"{""lng"": 30.464915, ""lat"": 59.726673}"
20,2008,"{""lng"": 30.464915, ""lat"": 59.726673}"
20,2009,"{""lng"": 30.463384, ""lat"": 59.727414}"
20,2010,"{""lng"": 30.414934, ""lat"": 59.697811}"
20,2011,"{""lng"": 30.465701, ""lat"": 59.742765}"
20,2012,"{""lng"": 30.482164, ""lat"": 59.743488}"
20,2013,"{""lng"": 30.482164, ""lat"": 59.743488}"
20,2014,"{""lng"": 30.465701, ""lat"": 59.742765}"
20,2015,"{""lng"": 30.465474, ""lat"": 59.733569}"
20,2016,"{""lng"": 30.482164, ""lat"": 59.743488}"
20,2017,"{""lng"": 30.465701, ""lat"": 59.742765}"
20,2018,"{""lng"": 30.465701, ""lat"": 59.742765}"
20,2019,"{""lng"": 30.467879, ""lat"": 59.759561}"
20,2020,"{""lng"": 30.379000, ""lat"": 59.809000}"
20,2021,"{""lng"": 30.382157, ""lat"": 59.809511}"
20,2022,
21,826,"{""lng"": 30.603410, ""lat"": 59.748654}"
21,827,"{""lng"": 30.603410, ""lat"": 59.748654}"
21,828,"{""lng"": 30.612150, ""lat"": 59.744583}"
21,829,"{""lng"": 30.608202, ""lat"": 59.744248}"
21,830,"{""lng"": 30.612150, ""lat"": 59.744583}"
21,831,"{""lng"": 30.609411, ""lat"": 59.740343}"
21,832,"{""lng"": 30.616912, ""lat"": 59.739001}"
21,833,"{""lng"": 30.616912, ""lat"": 59.739001}"
21,834,"{""lng"": 30.616310, ""lat"": 59.737963}"
21,835,"{""lng"": 30.616912, ""lat"": 59.739001}"
21,836,"{""lng"": 30.616310, ""lat"": 59.737963}"
21,837,"{""lng"": 30.616310, ""lat"": 59.737963}"
21,838,"{""lng"": 30.613561, ""lat"": 59.732856}"
21,839,"{""lng"": 30.613561, ""lat"": 59.732856}"
21,840,"{""lng"": 30.607542, ""lat"": 59.732852}"
21,841,"{""lng"": 30.613561, ""lat"": 59.732856}"
21,842,"{""lng"": 30.594292, ""lat"": 59.746292}"
21,843,"{""lng"": 30.594292, ""lat"": 59.746292}"
21,844,"{""lng"": 30.586791, ""lat"": 59.743028}"
21,845,"{""lng"": 30.586791, ""lat"": 59.743028}"
21,846,"{""lng"": 30.581922, ""lat"": 59.748323}"
21,847,"{""lng"": 30.576245, ""lat"": 59.751614}"
21,848,"{""lng"": 30.576245, ""lat"": 59.751614}"
21,849,"{""lng"": 30.581922, ""lat"": 59.748323}"
21,850,"{""lng"": 30.567666, ""lat"": 59.747951}"
21,851,"{""lng"": 30.565600, ""lat"": 59.745222}"
21,852,"{""lng"": 30.565600, ""lat"": 59.745222}"
21,853,"{""lng"": 30.569103, ""lat"": 59.746079}"
21,854,"{""lng"": 30.569103, ""lat"": 59.746079}"
21,855,"{""lng"": 30.577682, ""lat"": 59.746764}"
21,856,"{""lng"": 30.573685, ""lat"": 59.738978}"
21,857,"{""lng"": 30.573685, ""lat"": 59.738978}"
21,858,"{""lng"": 30.573685, ""lat"": 59.738978}"
21,859,"{""lng"": 30.565510, ""lat"": 59.738802}"
21,860,"{""lng"": 30.565510, ""lat"": 59.738802}"
21,861,"{""lng"": 30.560955, ""lat"": 59.736983}"
21,862,"{""lng"": 30.565681, ""lat"": 59.734820}"
21,863,"{""lng"": 30.565681, ""lat"": 59.734820}"
21,864,"{""lng"": 30.565681, ""lat"": 59.734820}"
21,865,"{""lng"": 30.572822, ""lat"": 59.734212}"
21,866,"{""lng"": 30.572822, ""lat"": 59.734212}"
21,867,"{""lng"": 30.572822, ""lat"": 59.734212}"
21,868,"{""lng"": 30.580664, ""lat"": 59.734716}"
21,869,"{""lng"": 30.585695, ""lat"": 59.737110}"
21,870,"{""lng"": 30.585695, ""lat"": 59.737110}"
21,871,"{""lng"": 30.580664, ""lat"": 59.734716}"
21,872,"{""lng"": 30.580664, ""lat"": 59.734716}"
21,873,"{""lng"": 30.583898, ""lat"": 59.731504}"
21,874,"{""lng"": 30.583898, ""lat"": 59.731504}"
21,875,"{""lng"": 30.595118, ""lat"": 59.773098}"
21,876,"{""lng"": 30.691193, ""lat"": 59.777633}"
21,877,"{""lng"": 30.647364, ""lat"": 59.779050}"
21,878,"{""lng"": 30.639935, ""lat"": 59.781800}"
21,879,"{""lng"": 30.625697, ""lat"": 59.784707}"
21,880,"{""lng"": 30.625697, ""lat"": 59.784707}"
21,881,"{""lng"": 30.604515, ""lat"": 59.803662}"
21,882,"{""lng"": 30.583665, ""lat"": 59.807057}"
21,883,"{""lng"": 30.576793, ""lat"": 59.807124}"
21,884,"{""lng"": 30.576793, ""lat"": 59.807124}"
21,885,"{""lng"": 30.574547, ""lat"": 59.808631}"
21,886,"{""lng"": 30.574547, ""lat"": 59.808631}"
21,887,"{""lng"": 30.563713, ""lat"": 59.813129}"
21,888,"{""lng"": 30.563713, ""lat"": 59.813129}"
21,889,"{""lng"": 30.563713, ""lat"": 59.813129}"
21,890,"{""lng"": 30.563713, ""lat"": 59.813129}"
21,891,"{""lng"": 30.568447, ""lat"": 59.809075}"
21,892,"{""lng"": 30.511262, ""lat"": 59.806673}"
21,893,
21,894,
22,330,"{""lng"": 30.345647, ""lat"": 59.962192}"
22,331,"{""lng"": 30.345701, ""lat"": 59.964696}"
22,332,"{""lng"": 30.345701, ""lat"": 59.964696}"
22,333,"{""lng"": 30.343312, ""lat"": 59.970718}"
